id,sleep_hours,work_hours,screen_time,physical_activity,social_interaction,stress_level,diet_quality,smoking,risk_level
4136,6.2,10.7,6.4,3,3,3.0,Unhealthy,Yes,Low
4137,6.9,10.3,7.2,2,3,9.0,Unhealthy,Yes,High
4138,7.7,6.4,7.7,1,2,1.0,Unhealthy,Yes,Low
4139,40.0,1.8,7.3,4,4,10.0,Healthy,No,High
4140,7.0,10.0,5.7,0,5,5.0,Unhealthy,Yes,Medium
4141,8.2,8.5,5.9,3,1,10.0,Unhealthy,Yes,High
4142,10.3,7.3,7.6,2,0,2.0,Unhealthy,Yes,Low
4143,7.8,11.3,7.6,4,4,5.0,Unhealthy,No,Medium
4144,7.6,8.9,8.3,1,4,5.0,Healthy,No,Medium
4145,4.0,5.0,7.1,0,2,10.0,Unhealthy,Yes,High
4146,1.7,3.2,7.2,0,1,1.0,Healthy,Yes,Low
4147,7.8,5.6,5.1,3,3,4.0,Unhealthy,No,Medium
4148,6.8,16.2,4.8,3,3,7.0,Unhealthy,No,High
4149,6.0,11.2,7.6,5,5,1.0,Healthy,No,Low
4150,7.5,9.6,4.9,2,5,10.0,Unhealthy,No,High
4151,6.9,8.5,6.0,0,3,2.0,Unhealthy,Yes,Low
4152,9.3,8.3,8.8,1,4,4.0,Healthy,Yes,Medium
4153,7.2,12.5,8.4,1,5,10.0,Unhealthy,No,High
4154,5.5,7.5,6.6,2,0,2.0,Unhealthy,Yes,Low
4155,9.0,10.7,5.4,0,1,2.0,Unhealthy,No,Low
4156,6.6,8.0,5.8,3,0,1.0,Healthy,No,Low
4157,8.1,14.8,7.7,5,3,,Unhealthy,Yes,Low
4158,6.0,11.2,5.9,1,0,3.0,Healthy,No,Low
4159,5.7,12.7,4.9,4,4,4.0,Healthy,Yes,Medium
4160,7.2,7.2,8.4,2,2,1.0,Unhealthy,Yes,Low
4161,7.0,12.2,,1,0,1.0,Healthy,Yes,Low
4162,8.0,8.1,4.8,4,5,7.0,Unhealthy,Yes,High
4163,6.5,9.3,7.0,4,0,5.0,Healthy,Yes,Medium
4164,3.3,13.9,7.9,1,0,7.0,Unhealthy,No,High
4165,6.1,5.9,4.0,2,5,10.0,Healthy,Yes,High
4166,8.6,9.6,5.6,4,3,9.0,Unhealthy,No,High
4167,6.4,10.3,5.5,4,0,1.0,Unhealthy,Yes,Low
4168,6.5,10.6,6.9,0,1,8.0,Healthy,Yes,High
4169,,7.6,7.3,5,4,10.0,Unhealthy,No,High
4170,5.6,15.3,4.9,5,1,4.0,Healthy,Yes,Medium
4171,3.9,5.1,3.0,5,1,9.0,Unhealthy,Yes,High
4172,6.7,13.4,8.1,0,3,2.0,Healthy,Yes,Low
4173,6.0,12.6,3.8,5,0,9.0,Unhealthy,No,High
4174,5.1,14.7,6.5,0,4,8.0,Healthy,Yes,High
4175,6.6,4.2,5.7,4,4,6.0,Healthy,Yes,Medium
4176,8.0,6.4,6.3,4,4,5.0,Healthy,No,Medium
4177,7.0,13.5,9.3,2,0,3.0,Unhealthy,No,Low
4178,7.6,3.4,12.1,3,4,1.0,Unhealthy,No,Low
4179,10.6,4.2,2.7,0,4,6.0,Unhealthy,no,Medium
4180,6.3,7.5,8.0,5,2,10.0,Unhealthy,Yes,High
4181,7.6,9.6,5.7,3,2,5.0,Unhealthy,Yes,Medium
4182,6.0,13.8,8.1,0,4,8.0,Unhealthy,Yes,High
4183,5.3,8.4,7.9,5,5,1.0,Healthy,Yes,Low
4184,5.8,7.2,8.8,0,1,10.0,Healthy,Yes,High
4185,6.0,9.9,6.6,5,5,1.0,Unhealthy,Yes,Low
4186,7.7,10.4,4.2,2,0,7.0,Healthy,Yes,High
4187,11.7,10.3,7.9,2,1,8.0,Unhealthy,Yes,High
4188,5.6,8.5,6.2,1,1,10.0,Unhealthy,Yes,High
4189,6.2,3.1,,0,0,1.0,Unhealthy,Yes,Low
4190,6.9,6.2,5.0,0,0,9.0,Unhealthy,Yes,High
4191,7.8,13.3,8.0,0,3,7.0,Healthy,Yes,High
4192,7.5,9.6,9.2,2,3,7.0,Healthy,No,High
4193,9.6,8.0,3.6,5,3,8.0,Unhealthy,Yes,High
4194,2.1,12.4,7.2,0,4,8.0,Healthy,No,High
4195,2.2,5.6,5.3,1,5,1.0,Healthy,Yes,Low
4196,6.0,8.3,3.1,4,4,4.0,Healthy,No,Medium
4197,9.2,9.4,6.3,1,4,9.0,Unhealthy,No,High
4198,3.9,7.7,4.3,5,5,3.0,Unhealthy,No,Low
4199,1.0,9.3,2.8,4,3,6.0,Healthy,Yes,Medium
4200,8.1,8.4,4.4,2,5,4.0,Healthy,No,Medium
4201,7.5,4.8,3.9,5,0,1.0,Unhealthy,No,Low
4202,4.8,9.5,4.7,3,4,3.0,Unhealthy,No,Low
4203,5.0,5.0,3.3,5,0,3.0,Unhealthy,No,Low
4204,5.1,9.5,5.2,2,5,3.0,Unhealthy,Yes,Low
4205,7.2,13.1,4.6,3,3,6.0,Healthy,No,Medium
4206,5.7,8.2,6.8,4,0,9.0,Unhealthy,Yes,High
4207,8.0,5.5,7.2,3,4,7.0,Unhealthy,Yes,High
4208,1.3,8.6,6.5,4,0,7.0,Unhealthy,No,High
4209,5.3,6.5,5.5,5,3,1.0,Unhealthy,Yes,Low
4210,4.7,10.8,5.5,3,4,9.0,Unhealthy,No,High
4211,6.5,8.6,4.3,4,4,4.0,Healthy,Yes,Medium
4212,5.9,14.1,4.4,5,3,8.0,Unhealthy,Yes,High
4213,8.6,12.5,7.4,3,1,1.0,Unhealthy,Yes,Low
4214,3.3,8.5,2.5,4,2,8.0,Unhealthy,No,High
4215,7.1,11.1,5.8,1,3,9.0,Healthy,Yes,High
4216,8.1,7.8,5.4,0,5,5.0,Healthy,Yes,Medium
4217,10.7,9.1,7.2,1,0,7.0,Unhealthy,Yes,High
4218,6.0,7.9,3.1,2,1,10.0,Healthy,No,High
4219,7.6,11.3,6.0,3,3,2.0,Unhealthy,No,Low
4220,3.4,13.3,6.7,5,2,1.0,Healthy,No,Low
4221,2.2,11.4,2.2,4,4,6.0,Unhealthy,Yes,Medium
4222,8.7,11.8,3.9,1,5,,Unhealthy,No,High
4223,7.0,11.8,5.8,1,2,1.0,Unhealthy,Yes,Low
4224,9.4,10.7,,5,2,10.0,Healthy,Yes,High
4225,4.3,5.6,6.4,4,5,1.0,Unhealthy,Yes,Low
4226,8.0,14.1,7.1,3,3,4.0,Unhealthy,No,Medium
4227,10.7,14.4,3.8,5,4,10.0,Healthy,Yes,High
4228,7.8,8.3,2.8,2,4,6.0,Healthy,No,Medium
4229,7.6,7.9,,2,2,9.0,Unhealthy,No,High
4230,7.0,10.8,3.5,5,3,2.0,Unhealthy,Yes,Low
4231,3.9,10.7,4.3,2,4,,Healthy,Yes,Medium
4232,9.7,8.4,7.9,4,4,7.0,Healthy,Yes,High
4233,5.8,5.2,6.4,1,0,4.0,Healthy,Yes,Medium
4234,8.0,9.9,4.9,5,2,6.0,Healthy,Yes,Medium
4235,3.9,10.7,4.6,2,1,6.0,Healthy,No,Medium
4236,4.6,11.2,7.2,1,2,4.0,Healthy,No,Medium
4237,9.9,10.0,6.4,5,3,4.0,Unhealthy,No,Medium
4238,6.3,8.2,3.6,2,5,9.0,Unhealthy,Yes,High
4239,9.9,12.0,2.1,2,5,1.0,Unhealthy,Yes,Low
4240,6.8,9.2,9.8,5,4,5.0,Healthy,Yes,Medium
4241,3.3,7.6,3.6,3,4,9.0,Unhealthy,No,High
4242,8.8,8.5,7.1,4,0,9.0,Healthy,Yes,High
4243,5.8,3.8,9.0,3,4,9.0,Unhealthy,No,High
4244,8.4,8.5,6.3,1,4,2.0,Unhealthy,No,Low
4245,7.1,11.1,4.8,1,5,7.0,Healthy,Yes,High
4246,3.9,10.0,3.1,5,1,10.0,Unhealthy,No,High
4247,7.3,13.6,3.1,4,2,8.0,Unhealthy,Yes,High
4248,,8.2,6.8,2,4,1.0,Unhealthy,Yes,Low
4249,8.0,10.5,8.9,4,3,2.0,Unhealthy,No,Low
4250,6.9,11.4,5.2,2,1,1.0,Healthy,Yes,Low
4251,9.2,16.0,4.9,0,1,9.0,Healthy,Yes,High
4252,7.4,9.4,7.4,0,0,10.0,Unhealthy,Yes,High
4253,7.4,5.9,4.6,4,3,5.0,Healthy,Yes,Medium
4254,4.8,11.5,6.5,0,1,4.0,Healthy,Yes,Medium
4255,7.5,14.6,6.1,0,2,8.0,Healthy,Yes,High
4256,9.1,8.0,5.2,1,3,3.0,Unhealthy,Yes,Low
4257,5.3,11.5,6.0,2,2,8.0,Unhealthy,No,High
4258,9.8,12.7,9.5,5,0,3.0,Healthy,Yes,Low
4259,6.8,12.1,7.2,0,0,6.0,Unhealthy,Yes,Medium
4260,5.2,9.4,8.2,3,4,4.0,Unhealthy,No,Medium
4261,,6.9,4.2,1,2,8.0,Healthy,No,High
4262,6.4,8.8,8.2,2,5,7.0,Unhealthy,Yes,High
4263,8.5,10.4,,1,2,5.0,Healthy,Yes,Medium
4264,6.4,11.7,,3,0,3.0,Healthy,Yes,Low
4265,6.9,10.0,7.1,5,5,5.0,Unhealthy,No,Medium
4266,8.0,7.9,5.0,2,2,4.0,Unhealthy,Yes,Medium
4267,7.6,10.7,2.9,4,3,8.0,Unhealthy,Yes,High
4268,3.0,11.6,6.3,4,4,5.0,Unhealthy,No,Medium
4269,4.8,10.1,7.1,1,4,10.0,Unhealthy,No,High
4270,8.9,6.5,6.3,5,3,10.0,Healthy,No,High
4271,6.7,8.5,5.8,4,1,5.0,Healthy,Yes,Medium
4272,6.0,11.8,5.3,2,5,2.0,Healthy,Yes,Low
4273,4.3,4.9,10.9,3,5,9.0,Healthy,Yes,High
4274,4.8,2.7,3.6,3,2,6.0,Unhealthy,No,Medium
4275,3.0,13.5,7.7,4,1,1.0,Unhealthy,Yes,Low
4276,6.8,10.5,6.0,0,1,3.0,Unhealthy,Yes,Low
4277,5.8,10.8,4.3,0,2,4.0,Unhealthy,Yes,Medium
4278,5.1,5.8,5.9,5,5,10.0,Healthy,No,High
4279,6.9,11.2,3.2,0,0,10.0,Unhealthy,Yes,High
4280,7.7,9.8,4.8,4,2,2.0,Unhealthy,No,Low
4281,11.2,4.2,5.9,4,0,10.0,Unhealthy,No,High
4282,4.0,13.3,2.9,4,3,4.0,Unhealthy,No,Medium
4283,9.3,9.5,7.0,2,0,2.0,Healthy,No,Low
4284,8.9,7.8,4.1,0,1,6.0,Unhealthy,No,Medium
4285,5.4,7.9,3.1,1,1,10.0,Healthy,No,High
4286,7.4,3.0,3.8,5,1,9.0,Unhealthy,Yes,High
4287,6.1,10.8,10.4,2,5,1.0,Healthy,No,Low
4288,7.4,9.8,2.0,5,5,5.0,Healthy,No,Medium
4289,10.0,8.4,6.9,5,0,9.0,Unhealthy,Yes,High
4290,8.2,12.8,4.5,2,1,7.0,Unhealthy,no,High
4291,8.0,4.8,5.3,4,4,6.0,Healthy,Yes,Medium
4292,6.1,7.2,7.2,4,2,7.0,Unhealthy,No,High
4293,4.0,6.4,7.1,2,1,9.0,Healthy,Yes,High
4294,,8.2,4.6,4,5,3.0,Healthy,Yes,Low
4295,9.4,9.2,3.3,0,0,8.0,healthy,No,High
4296,3.9,10.3,7.2,2,1,1.0,Unhealthy,Yes,Low
4297,4.9,8.0,7.1,5,0,10.0,Healthy,Yes,High
4298,7.3,6.4,5.4,2,2,6.0,Unhealthy,Yes,Medium
4299,5.0,14.1,20.0,2,0,9.0,Healthy,No,High
4300,5.4,16.2,5.1,4,2,1.0,Unhealthy,No,Low
4301,6.2,9.4,4.3,2,1,5.0,Healthy,Yes,Medium
4302,4.3,6.7,6.0,1,5,8.0,Unhealthy,No,High
4303,5.1,13.4,7.0,1,4,10.0,Healthy,Yes,High
4304,8.4,4.7,6.6,0,1,6.0,Unhealthy,No,Medium
4305,4.4,8.0,7.0,2,2,6.0,Healthy,Yes,Medium
4306,3.8,6.9,4.5,2,5,3.0,Unhealthy,Yes,Low
4307,5.7,5.5,9.2,5,3,8.0,Unhealthy,No,High
4308,8.5,8.2,5.3,4,3,1.0,Healthy,Yes,Low
4309,6.6,6.4,5.8,5,3,4.0,Unhealthy,Yes,Medium
4310,6.1,9.0,3.4,3,1,8.0,Unhealthy,Yes,High
4311,7.1,9.1,5.6,5,0,6.0,Healthy,Yes,Medium
4312,3.5,7.1,7.1,3,4,9.0,Unhealthy,No,High
4313,8.0,7.9,7.5,2,5,1.0,Unhealthy,No,Low
4314,7.8,8.3,9.1,0,4,2.0,Unhealthy,No,Low
4315,,11.4,7.0,1,5,1.0,Unhealthy,Yes,Low
4316,9.0,8.6,6.6,2,1,4.0,Healthy,Yes,Medium
4317,4.7,11.5,5.1,2,2,9.0,Unhealthy,Yes,High
4318,9.3,10.8,4.7,0,1,4.0,Unhealthy,No,Medium
4319,7.3,10.7,7.9,0,3,9.0,Healthy,Yes,High
4320,6.3,13.2,7.9,3,2,6.0,Healthy,Yes,Medium
4321,7.0,5.6,3.8,2,4,5.0,Unhealthy,Yes,Medium
4322,6.8,7.6,7.4,2,1,10.0,Unhealthy,No,High
4323,9.4,14.3,7.3,4,0,4.0,Healthy,No,Medium
4324,4.8,8.2,3.8,1,0,10.0,Unhealthy,No,High
4325,40.0,0.6,7.1,4,4,2.0,Healthy,Yes,Low
4326,9.1,8.4,3.9,4,2,8.0,Unhealthy,Yes,High
4327,5.8,9.4,1.1,1,3,3.0,Healthy,No,Low
4328,8.8,1.1,,2,0,1.0,Healthy,Yes,Low
4329,10.4,13.0,6.5,3,0,10.0,Healthy,No,High
4330,6.2,6.9,5.8,1,1,7.0,Unhealthy,No,High
4331,8.4,10.0,11.7,0,5,8.0,Healthy,No,High
4332,4.7,8.3,6.8,2,4,7.0,Unhealthy,Yes,High
4333,8.5,5.1,6.3,1,0,4.0,Healthy,No,Medium
4334,7.4,5.8,6.9,1,1,8.0,Unhealthy,No,High
4335,7.9,6.2,5.1,5,2,10.0,Unhealthy,Yes,High
4336,5.7,12.3,7.9,1,5,4.0,Unhealthy,No,Medium
4337,3.7,8.6,6.7,3,0,5.0,Unhealthy,No,Medium
4338,8.0,7.4,6.6,4,4,8.0,Unhealthy,Yes,High
4339,2.9,6.2,4.8,4,1,2.0,Unhealthy,Yes,Low
4340,6.4,12.6,2.9,5,2,10.0,Healthy,No,High
4341,8.9,13.4,5.0,1,1,8.0,Unhealthy,No,High
4342,,12.6,6.6,1,3,5.0,Unhealthy,Yes,Medium
4343,10.9,10.5,5.1,4,4,5.0,Healthy,No,Medium
4344,9.1,9.9,6.6,3,4,,Healthy,Yes,High
4345,5.7,5.4,5.5,2,5,4.0,Unhealthy,Yes,Medium
4346,7.1,8.3,6.9,4,0,3.0,Healthy,No,Low
4347,6.9,6.9,,1,5,6.0,Healthy,No,Medium
4348,,3.5,6.4,3,1,6.0,Healthy,Yes,Medium
4349,5.1,12.2,4.7,3,2,10.0,Unhealthy,No,High
4350,5.9,6.9,2.9,5,0,6.0,Healthy,No,Medium
4351,2.9,12.6,5.7,1,4,7.0,Unhealthy,Yes,High
4352,7.1,11.6,9.1,0,1,4.0,Healthy,No,Medium
4353,6.5,10.7,3.1,3,2,3.0,Unhealthy,Yes,Low
4354,3.7,10.8,6.2,4,5,3.0,Healthy,No,Low
4355,7.8,7.2,7.6,0,4,3.0,Unhealthy,No,Low
4356,8.4,14.6,10.6,5,2,2.0,Unhealthy,Yes,Low
4357,7.5,9.1,,2,5,6.0,Healthy,Yes,Medium
4358,6.4,9.9,4.7,4,1,1.0,Healthy,No,Low
4359,8.2,7.1,3.7,5,2,6.0,Unhealthy,No,Medium
4360,,6.2,8.3,5,0,8.0,Unhealthy,Yes,High
4361,7.6,10.4,4.3,5,0,6.0,Healthy,Yes,Medium
4362,5.4,9.7,5.3,1,1,2.0,Healthy,No,Low
4363,7.6,6.6,2.3,0,5,7.0,Healthy,Yes,High
4364,9.4,4.7,7.8,5,4,3.0,Healthy,Yes,Low
4365,5.8,5.2,8.3,5,3,9.0,Healthy,Yes,High
4366,11.2,12.6,7.7,5,3,8.0,Healthy,Yes,High
4367,5.9,7.2,2.8,4,3,6.0,Healthy,Yes,Medium
4368,7.1,8.0,7.2,5,4,1.0,Healthy,Yes,Low
4369,5.7,13.4,2.7,3,0,2.0,Unhealthy,Yes,Low
4370,7.4,5.6,6.1,1,0,8.0,Healthy,Yes,High
4371,3.5,6.8,6.4,0,5,6.0,Unhealthy,No,Medium
4372,5.9,6.7,6.6,3,5,1.0,Healthy,Yes,Low
4373,4.8,13.9,7.1,5,0,9.0,Healthy,No,High
4374,7.3,15.0,6.0,1,5,8.0,Healthy,No,High
4375,9.0,11.3,2.1,1,1,2.0,Healthy,Yes,Low
4376,8.3,11.4,7.1,0,5,10.0,Unhealthy,No,High
4377,2.3,7.3,6.2,0,0,5.0,Healthy,Yes,Medium
4378,11.1,14.8,4.2,0,5,3.0,Unhealthy,No,Low
4379,7.6,9.8,2.9,4,0,1.0,Unhealthy,No,Low
4380,5.4,11.6,9.1,1,0,7.0,Healthy,Yes,High
4381,7.3,8.7,8.5,5,3,9.0,Unhealthy,Yes,High
4382,7.4,8.2,7.4,2,2,7.0,Unhealthy,No,High
4383,5.7,14.0,4.6,3,0,3.0,Unhealthy,No,Low
4384,7.4,10.6,1.0,0,2,6.0,Unhealthy,No,Medium
4385,5.8,13.4,7.5,1,5,3.0,Unhealthy,No,Low
4386,6.2,9.8,6.7,5,0,4.0,Unhealthy,No,Medium
4387,5.6,6.5,5.3,3,3,1.0,Unhealthy,Yes,Low
4388,4.1,7.2,8.2,2,3,2.0,Unhealthy,No,Low
4389,7.3,9.3,7.7,3,5,1.0,Unhealthy,Yes,Low
4390,8.2,7.1,6.4,2,5,10.0,Unhealthy,Yes,High
4391,8.0,5.7,6.1,5,5,2.0,Healthy,Yes,Low
4392,8.6,12.6,,0,2,4.0,Unhealthy,Yes,Medium
4393,7.6,7.4,7.4,4,3,6.0,Healthy,Yes,Medium
4394,5.9,9.4,4.3,2,1,8.0,Healthy,No,High
4395,8.7,9.9,6.9,0,4,10.0,Healthy,No,High
4396,,7.2,4.2,3,4,9.0,Unhealthy,No,High
4397,5.2,13.4,8.7,5,5,10.0,Unhealthy,No,High
4398,5.1,5.6,7.1,3,0,7.0,Healthy,Yes,High
4399,9.2,9.8,4.6,3,3,4.0,Unhealthy,Yes,Medium
4400,8.9,9.7,6.2,5,4,7.0,Unhealthy,Yes,High
4401,8.0,8.8,4.3,5,2,1.0,Healthy,No,Low
4402,9.1,5.1,9.0,4,2,10.0,Healthy,No,High
4403,5.2,11.6,9.2,1,5,6.0,Healthy,Yes,Medium
4404,7.7,11.2,7.4,2,2,1.0,Healthy,Yes,Low
4405,6.7,7.0,9.1,5,0,8.0,Healthy,No,High
4406,8.7,11.1,6.3,1,4,4.0,Unhealthy,Yes,Medium
4407,6.8,10.1,7.5,3,4,8.0,Healthy,Yes,High
4408,6.2,5.2,8.4,4,4,8.0,Unhealthy,No,High
4409,8.1,6.4,6.0,0,2,2.0,Healthy,Yes,Low
4410,8.8,12.4,6.1,4,5,6.0,Unhealthy,Yes,Medium
4411,5.7,9.9,7.9,5,2,10.0,Healthy,Yes,High
4412,6.9,7.3,7.3,1,0,4.0,Unhealthy,Yes,Medium
4413,4.9,6.4,4.5,3,5,3.0,Unhealthy,Yes,Low
4414,2.0,7.5,1.6,2,1,9.0,Healthy,Yes,High
4415,7.4,7.7,5.6,4,4,10.0,Healthy,Yes,High
4416,8.2,6.5,1.8,1,0,9.0,Healthy,No,High
4417,7.5,3.8,4.0,1,2,2.0,Healthy,No,Low
4418,3.1,12.4,4.3,0,1,5.0,Healthy,No,Medium
4419,6.3,11.9,4.9,2,3,10.0,Healthy,No,High
4420,2.6,5.2,7.6,1,1,10.0,Healthy,No,High
4421,9.7,9.4,8.1,2,0,7.0,Unhealthy,No,High
4422,4.8,6.3,7.0,3,1,9.0,Unhealthy,Yes,High
4423,9.5,8.2,7.3,5,2,8.0,Unhealthy,No,High
4424,8.9,8.0,7.3,4,1,10.0,Unhealthy,Yes,High
4425,5.2,7.7,1.0,1,2,4.0,Healthy,No,Medium
4426,4.7,15.0,6.0,3,1,3.0,Healthy,Yes,Low
4427,7.7,7.7,2.4,0,0,1.0,Unhealthy,Yes,Low
4428,5.3,6.6,7.0,2,3,1.0,Unhealthy,no,Low
4429,7.2,6.7,1.8,5,4,9.0,Unhealthy,No,High
4430,6.0,12.1,5.6,3,1,4.0,Unhealthy,Yes,Medium
4431,3.4,4.0,7.1,2,3,8.0,Healthy,Yes,High
4432,2.5,6.7,3.8,5,1,4.0,Healthy,No,Medium
4433,7.5,13.3,7.9,2,5,6.0,Healthy,No,Medium
4434,5.9,9.7,7.0,1,3,4.0,Healthy,Yes,Medium
4435,5.9,9.6,6.8,2,2,2.0,Unhealthy,No,Low
4436,8.4,15.4,7.4,3,3,1.0,Unhealthy,No,Low
4437,9.3,9.7,5.3,0,4,8.0,Unhealthy,Yes,High
4438,6.5,6.9,6.3,1,3,6.0,Unhealthy,Yes,Medium
4439,6.3,8.2,6.0,4,4,1.0,Unhealthy,No,Low
4440,8.0,5.6,6.0,0,4,5.0,Unhealthy,No,Medium
4441,4.3,12.8,4.7,3,3,3.0,Healthy,No,Low
4442,7.4,10.7,3.5,1,4,2.0,Unhealthy,No,Low
4443,8.1,12.4,5.3,5,4,3.0,Healthy,No,Low
4444,8.4,12.6,5.2,5,5,2.0,Unhealthy,No,Low
4445,3.1,7.8,4.5,2,2,10.0,Healthy,Yes,High
4446,5.5,6.2,7.7,0,0,2.0,Unhealthy,No,Low
4447,5.2,8.8,3.7,1,2,1.0,Healthy,Yes,Low
4448,7.2,6.4,5.7,4,0,3.0,Healthy,No,Low
4449,8.0,9.5,8.3,4,0,3.0,Healthy,Yes,Low
4450,10.0,12.4,7.8,4,2,4.0,Healthy,Yes,Medium
4451,6.0,8.5,8.4,5,4,3.0,Unhealthy,No,Low
4452,6.0,9.4,4.8,1,5,8.0,Healthy,No,High
4453,9.3,8.7,7.6,0,2,4.0,Unhealthy,No,Medium
4454,7.6,11.4,3.9,2,4,10.0,Unhealthy,Yes,High
4455,9.5,7.0,5.4,0,2,1.0,Unhealthy,No,Low
4456,7.6,2.4,5.6,2,2,2.0,Healthy,no,Low
4457,4.7,10.4,4.8,0,5,7.0,Unhealthy,Yes,High
4458,4.3,12.0,5.3,0,1,6.0,Unhealthy,Yes,Medium
4459,3.9,10.3,5.0,1,3,9.0,Unhealthy,Yes,High
4460,8.3,7.1,4.0,4,2,6.0,Unhealthy,No,Medium
4461,9.4,5.6,7.7,4,3,2.0,Unhealthy,Yes,Low
4462,10.7,10.5,5.6,4,4,8.0,Unhealthy,Yes,High
4463,8.7,9.4,6.4,4,1,9.0,Unhealthy,No,High
4464,9.3,8.6,6.3,0,5,5.0,Unhealthy,Yes,Medium
4465,5.8,14.5,6.1,4,1,6.0,Healthy,No,Medium
4466,4.7,6.2,6.2,0,0,4.0,Healthy,Yes,Medium
4467,8.7,14.3,5.4,2,5,2.0,Healthy,Yes,Low
4468,7.8,9.1,8.8,3,5,5.0,Healthy,Yes,Medium
4469,7.2,3.5,7.5,3,3,5.0,Unhealthy,No,Medium
4470,7.8,8.5,6.0,2,1,1.0,Healthy,No,Low
4471,7.6,11.9,5.1,0,4,5.0,Healthy,No,Medium
4472,9.6,7.9,5.8,4,0,1.0,Unhealthy,No,Low
4473,9.6,4.6,6.8,1,1,3.0,Unhealthy,No,Low
4474,8.1,8.5,9.0,0,4,9.0,Healthy,Yes,High
4475,8.7,6.4,3.3,0,3,4.0,Healthy,Yes,Medium
4476,8.0,10.5,7.3,2,4,9.0,Healthy,No,High
4477,6.1,11.3,8.3,2,4,,Healthy,Yes,Medium
4478,8.5,5.8,3.0,1,4,1.0,Healthy,No,Low
4479,4.2,6.9,5.6,4,2,3.0,Unhealthy,Yes,Low
4480,9.1,11.3,3.9,3,5,3.0,Healthy,Yes,Low
4481,,6.4,6.9,5,1,4.0,Healthy,No,Medium
4482,7.6,5.8,5.3,4,4,10.0,Healthy,Yes,High
4483,5.3,5.5,5.7,4,0,4.0,Unhealthy,No,Medium
4484,8.1,10.1,5.2,5,2,8.0,Healthy,Yes,High
4485,6.9,9.9,7.4,5,4,3.0,Healthy,No,Low
4486,3.8,6.9,6.5,0,4,4.0,Healthy,Yes,Medium
4487,7.8,9.0,6.5,1,5,3.0,Healthy,No,Low
4488,5.8,13.6,6.3,0,1,7.0,Unhealthy,Yes,High
4489,8.8,6.1,7.1,2,2,6.0,Healthy,Yes,Medium
4490,7.0,3.1,5.5,5,4,1.0,Healthy,Yes,Low
4491,7.8,10.4,9.4,3,4,10.0,Healthy,No,High
4492,5.1,8.7,3.5,1,3,1.0,Healthy,No,Low
4493,5.8,6.9,2.5,1,0,6.0,Unhealthy,Yes,Medium
4494,6.1,11.0,2.4,4,0,3.0,Unhealthy,Yes,Low
4495,8.7,11.5,1.8,0,1,9.0,Healthy,Yes,High
4496,10.4,2.4,7.3,4,2,2.0,Unhealthy,Yes,Low
4497,5.4,7.0,7.1,4,5,3.0,Unhealthy,No,Low
4498,9.2,16.0,8.4,1,5,9.0,Healthy,No,High
4499,2.7,10.8,3.9,3,4,6.0,Healthy,Yes,Medium
4500,4.6,11.0,7.5,2,5,1.0,Healthy,Yes,Low
4501,5.1,12.5,6.1,4,2,2.0,Healthy,Yes,Low
4502,4.3,9.1,6.3,5,1,7.0,Healthy,No,High
4503,3.8,11.4,7.3,3,3,6.0,Healthy,No,Medium
4504,7.8,11.2,4.5,5,1,1.0,Unhealthy,No,Low
4505,6.6,10.6,20.0,4,0,10.0,Unhealthy,Yes,High
4506,7.8,8.0,8.7,3,3,2.0,Healthy,Yes,Low
4507,8.4,9.5,4.9,0,4,6.0,Unhealthy,Yes,Medium
4508,7.5,7.2,3.8,5,1,6.0,Unhealthy,No,Medium
4509,8.3,9.0,5.8,2,2,6.0,Unhealthy,No,Medium
4510,6.9,5.5,6.4,1,2,9.0,Healthy,No,High
4511,4.6,6.6,8.1,0,0,2.0,Unhealthy,No,Low
4512,9.1,8.2,3.7,4,0,10.0,Unhealthy,No,High
4513,5.8,6.2,6.6,4,5,10.0,Unhealthy,No,High
4514,5.1,7.5,2.9,2,0,9.0,Healthy,No,High
4515,6.6,8.5,6.9,5,0,9.0,Unhealthy,No,High
4516,5.2,10.2,5.8,5,4,10.0,Unhealthy,Yes,High
4517,6.2,11.8,9.9,2,3,9.0,Healthy,Yes,High
4518,7.7,7.6,2.9,2,5,9.0,Healthy,No,High
4519,7.7,13.0,8.7,4,0,3.0,Healthy,No,Low
4520,5.2,11.8,2.6,4,1,10.0,Healthy,No,High
4521,6.0,10.5,3.3,1,4,9.0,Unhealthy,No,High
4522,9.1,9.5,2.6,2,3,10.0,Unhealthy,Yes,High
4523,8.0,10.0,6.5,3,4,9.0,Unhealthy,no,High
4524,11.2,12.6,3.7,1,2,3.0,Unhealthy,Yes,Low
4525,9.4,12.7,3.3,3,4,4.0,healthy,No,Medium
4526,9.3,13.0,6.4,0,5,4.0,Healthy,No,Medium
4527,4.2,9.1,6.9,2,4,4.0,Healthy,No,Medium
4528,8.5,10.7,6.1,1,2,7.0,Unhealthy,Yes,High
4529,6.9,13.0,5.7,5,2,5.0,Unhealthy,Yes,Medium
4530,,7.1,9.7,1,2,7.0,Healthy,Yes,High
4531,7.3,8.0,6.3,0,5,6.0,Unhealthy,No,Medium
4532,8.9,9.0,7.6,0,5,7.0,Unhealthy,No,High
4533,8.0,11.7,6.3,0,4,8.0,Unhealthy,Yes,High
4534,5.2,11.7,3.8,1,2,6.0,Unhealthy,Yes,Medium
4535,8.5,8.3,7.1,4,0,9.0,Unhealthy,Yes,High
